Date,State,Negative,Positive,Total Samples
25-07-2020,Karnataka,,90942,1143262
26-07-2020,Karnataka,,96141,1176827
27-07-2020,Karnataka,,101465,1205051
28-07-2020,Karnataka,,107001,1242771
29-07-2020,Karnataka,,112504,1275761
30-07-2020,Karnataka,,118632,1313856
31-07-2020,Karnataka,,124115,1350792
01-08-2020,Karnataka,,129287,1385552
02-08-2020,Karnataka,,134819,1418569
03-08-2020,Karnataka,,139571,1446558
04-08-2020,Karnataka,,145830,1489016
05-08-2020,Karnataka,,151449,1532654
06-08-2020,Karnataka,,158254,1581075
07-08-2020,Karnataka,,164924,1624628
08-08-2020,Karnataka,,172102,1668511
09-08-2020,Karnataka,,178087,1706447
10-08-2020,Karnataka,,182354,1729067
11-08-2020,Karnataka,,,1772991
12-08-2020,Karnataka,,,1826317
13-08-2020,Karnataka,,203200,1882316
14-08-2020,Karnataka,,211108,1938954
15-08-2020,Karnataka,,219926,1993760
16-08-2020,Karnataka,,226966,2037386
17-08-2020,Karnataka,,,2075086
18-08-2020,Karnataka,,,2134174
19-08-2020,Karnataka,,,2197259
20-08-2020,Karnataka,,,2256862
21-08-2020,Karnataka,,264546,2314485
22-08-2020,Karnataka,,,2373103
23-08-2020,Karnataka,,,2413951
24-08-2020,Karnataka,,,2453768
25-08-2020,Karnataka,,,2513555
26-08-2020,Karnataka,,,2580621
27-08-2020,Karnataka,,,2648808
28-08-2020,Karnataka,,,2713034
29-08-2020,Karnataka,,,2785718
30-08-2020,Karnataka,,,2852675
31-08-2020,Karnataka,,,2895807
01-09-2020,Karnataka,,,2979477
02-09-2020,Karnataka,,,3052794
03-09-2020,Karnataka,,,3123918
04-09-2020,Karnataka,,,3197110
05-09-2020,Karnataka,,,3273871
06-09-2020,Karnataka,,,3348255
07-09-2020,Karnataka,,,3393676
08-09-2020,Karnataka,,,3461119
09-09-2020,Karnataka,,,3531441
10-09-2020,Karnataka,,,3586150
11-09-2020,Karnataka,,,3650819
12-09-2020,Karnataka,,,3714402
13-09-2020,Karnataka,,,3800976
14-09-2020,Karnataka,,,3846937
15-09-2020,Karnataka,,,3915302
16-09-2020,Karnataka,,,3986283
17-09-2020,Karnataka,,,4058313
18-09-2020,Karnataka,,,4115783
19-09-2020,Karnataka,,,4179567
20-09-2020,Karnataka,,,4240044
21-09-2020,Karnataka,,,4282735
01-04-2020,Kerala,7256,265,7965
02-04-2020,Kerala,7622,286,8456
03-04-2020,Kerala,8126,295,9139
04-04-2020,Kerala,8586,306,9744
05-04-2020,Kerala,9300,314,10221
06-04-2020,Kerala,9607,327,10716
07-04-2020,Kerala,10250,336,11232
08-04-2020,Kerala,10906,354,11986
09-04-2020,Kerala,11469,357,12710
10-04-2020,Kerala,12335,364,13339
11-04-2020,Kerala,12818,373,14163
12-04-2020,Kerala,13802,375,14989
13-04-2020,Kerala,14829,378,15683
14-04-2020,Kerala,15488,386,16235
15-04-2020,Kerala,16002,387,16475
16-04-2020,Kerala,16459,394,17400
17-04-2020,Kerala,17279,395,18029
18-04-2020,Kerala,17763,399,18774
19-04-2020,Kerala,18547,401,19351
20-04-2020,Kerala,19074,408,19756
21-04-2020,Kerala,19442,426,20252
22-04-2020,Kerala,19998,437,20821
23-04-2020,Kerala,20326,447,21334
24-04-2020,Kerala,20830,450,21940
25-04-2020,Kerala,21475,457,22360
26-04-2020,Kerala,21997,468,22954
27-04-2020,Kerala,23148,481,24146
28-04-2020,Kerala,24078,485,24855
29-04-2020,Kerala,24681,495,25827
30-04-2020,Kerala,26032,497,27481
01-05-2020,Kerala,27224,497,29012
02-05-2020,Kerala,31592,499,33276
03-05-2020,Kerala,33294,499,34608
04-05-2020,Kerala,34161,499,35441
05-05-2020,Kerala,35244,502,36312
06-05-2020,Kerala,36210,502,37546
07-05-2020,Kerala,36856,502,38206
08-05-2020,Kerala,38294,503,39266
09-05-2020,Kerala,39233,505,40123
10-05-2020,Kerala,40155,512,41279
11-05-2020,Kerala,40889,512,41700
12-05-2020,Kerala,41621,524,42461
13-05-2020,Kerala,42574,534,43648
14-05-2020,Kerala,43868,560,45039
15-05-2020,Kerala,45063,576,46831
16-05-2020,Kerala,46458,587,48433
17-05-2020,Kerala,47964,601,50036
18-05-2020,Kerala,49763,630,51059
19-05-2020,Kerala,50867,642,52588
20-05-2020,Kerala,52689,666,54633
21-05-2020,Kerala,54541,690,56373
22-05-2020,Kerala,56165,733,58382
23-05-2020,Kerala,58192,795,60443
24-05-2020,Kerala,59943,848,61900
25-05-2020,Kerala,61698,897,63009
26-05-2020,Kerala,63010,964,65303
27-05-2020,Kerala,65099,1004,67961
28-05-2020,Kerala,67677,1089,70622
29-05-2020,Kerala,71083,1151,74214
30-05-2020,Kerala,73775,1209,77257
31-05-2020,Kerala,75697,1270,77508
01-06-2020,Kerala,78310,1327,82449
02-06-2020,Kerala,81157,1413,86169
03-06-2020,Kerala,84870,1495,95348
04-06-2020,Kerala,87403,1589,99692
05-06-2020,Kerala,92818,1700,104045
06-06-2020,Kerala,97114,1808,107796
07-06-2020,Kerala,100319,1915,111930
08-06-2020,Kerala,103472,2006,113956
09-06-2020,Kerala,111892,2097,126088
10-06-2020,Kerala,116425,2162,131006
11-06-2020,Kerala,130857,2245,135974
12-06-2020,Kerala,134743,2323,140457
13-06-2020,Kerala,,2408,144842
14-06-2020,Kerala,,2462,149164
15-06-2020,Kerala,,2544,151686
16-06-2020,Kerala,,2623,157117
17-06-2020,Kerala,,2698,161829
18-06-2020,Kerala,,2795,169035
19-06-2020,Kerala,,2913,173729
20-06-2020,Kerala,,3040,178559
21-06-2020,Kerala,,3173,183201
22-06-2020,Kerala,,3311,185903
23-06-2020,Kerala,,3452,192059
24-06-2020,Kerala,,3604,197567
25-06-2020,Kerala,,3727,203574
26-06-2020,Kerala,,3877,209456
27-06-2020,Kerala,,4072,215243
28-06-2020,Kerala,,4190,220821
29-06-2020,Kerala,,4311,224737
30-06-2020,Kerala,,4442,231570
01-07-2020,Kerala,,4593,239017
02-07-2020,Kerala,,4753,246799
03-07-2020,Kerala,,4965,253011
04-07-2020,Kerala,,5205,260011
05-07-2020,Kerala,,5430,268218
06-07-2020,Kerala,,5623,275823
07-07-2020,Kerala,,5895,285968
08-07-2020,Kerala,,6196,296183
09-07-2020,Kerala,,6535,307219
10-07-2020,Kerala,,6951,320485
11-07-2020,Kerala,,7439,334849
12-07-2020,Kerala,,7874,347529
13-07-2020,Kerala,,8323,416282
14-07-2020,Kerala,,8931,435043
15-07-2020,Kerala,,9554,453716
16-07-2020,Kerala,,10276,472271
17-07-2020,Kerala,,11067,489395
18-07-2020,Kerala,,11660,514140
19-07-2020,Kerala,,12481,532505
20-07-2020,Kerala,,13275,546000
21-07-2020,Kerala,,13995,567278
22-07-2020,Kerala,,15033,588930
23-07-2020,Kerala,,16111,612266
24-07-2020,Kerala,,16996,635272
25-07-2020,Kerala,,18099,653982
26-07-2020,Kerala,,19026,672748
27-07-2020,Kerala,,19728,688163
28-07-2020,Kerala,,20895,709348
29-07-2020,Kerala,,21798,733413
30-07-2020,Kerala,,22304,753485
31-07-2020,Kerala,,23614,776268
01-08-2020,Kerala,,24743,795919
02-08-2020,Kerala,,25912,817078
03-08-2020,Kerala,,26874,834215
04-08-2020,Kerala,,27957,858960
05-08-2020,Kerala,,29152,884056
06-08-2020,Kerala,,30450,908355
07-08-2020,Kerala,,31701,936651
08-08-2020,Kerala,,33121,963632
09-08-2020,Kerala,,34332,984208
10-08-2020,Kerala,,35516,1000988
11-08-2020,Kerala,,36933,1027433
12-08-2020,Kerala,,38145,1056360
13-08-2020,Kerala,,39709,1087722
14-08-2020,Kerala,,41278,1120935
15-08-2020,Kerala,,42886,1154365
16-08-2020,Kerala,,44416,1182727
17-08-2020,Kerala,,46141,1205759
18-08-2020,Kerala,,47899,1240076
19-08-2020,Kerala,,50232,1276358
20-08-2020,Kerala,,52200,1312992
21-08-2020,Kerala,,54183,1349071
22-08-2020,Kerala,,56355,1386775
23-08-2020,Kerala,,58263,1422558
24-08-2020,Kerala,,59505,1446380
25-08-2020,Kerala,,61880,1484907
26-08-2020,Kerala,,64356,1525792
27-08-2020,Kerala,,66762,1564783
28-08-2020,Kerala,,69305,1608013
29-08-2020,Kerala,,71702,1643633
30-08-2020,Kerala,,73856,1669779
31-08-2020,Kerala,,75386,1685203
01-09-2020,Kerala,,76526,1697042
02-09-2020,Kerala,,78073,1724658
03-09-2020,Kerala,,79626,1755568
04-09-2020,Kerala,,82105,1792330
05-09-2020,Kerala,,84760,1832275
06-09-2020,Kerala,,87842,1872496
07-09-2020,Kerala,,89490,1891703
08-09-2020,Kerala,,92516,1933294
09-09-2020,Kerala,,95918,1978316
10-09-2020,Kerala,,99267,2018921
11-09-2020,Kerala,,102255,2053801
12-09-2020,Kerala,,105140,2099549
13-09-2020,Kerala,,108279,2132795
14-09-2020,Kerala,,110819,2152585
15-09-2020,Kerala,,114034,2198858
16-09-2020,Kerala,,117864,2245139
17-09-2020,Kerala,,122215,2287796
18-09-2020,Kerala,,126382,2336217
19-09-2020,Kerala,,131027,2384611
20-09-2020,Kerala,,135723,2427374
21-09-2020,Kerala,,138633,2450599
13-04-2020,Ladakh,,17,618
14-04-2020,Ladakh,615,17,760
15-04-2020,Ladakh,657,18,820
16-04-2020,Ladakh,695,18,917
19-04-2020,Ladakh,797,18,991
21-04-2020,Ladakh,896,18,1137
29-04-2020,Ladakh,1299,22,1949
30-04-2020,Ladakh,1384,22,2245
01-05-2020,Ladakh,1545,22,2430
02-05-2020,Ladakh,1618,23,2434
03-05-2020,Ladakh,1674,41,2434
04-05-2020,Ladakh,1879,41,2639
09-05-2020,Ladakh,2948,42,3503
13-05-2020,Ladakh,3353,43,3683
16-05-2020,Ladakh,3571,43,4067
18-05-2020,Ladakh,3791,43,4219
19-05-2020,Ladakh,3935,43,4730
21-05-2020,Ladakh,4081,44,5291
22-05-2020,Ladakh,4173,44,5505
23-05-2020,Ladakh,4505,49,5727
24-05-2020,Ladakh,4733,52,5730
25-05-2020,Ladakh,4894,53,5896
30-05-2020,Ladakh,6145,74,7354
31-05-2020,Ladakh,6167,77,7354
02-06-2020,Ladakh,6465,81,8310
05-06-2020,Ladakh,7204,97,9754
06-06-2020,Ladakh,7214,99,10164
09-06-2020,Ladakh,7888,108,10249
11-06-2020,Ladakh,8222,135,10855
12-06-2020,Ladakh,8460,239,10986
13-06-2020,Ladakh,8814,437,11135
14-06-2020,Ladakh,9087,539,11135
15-06-2020,Ladakh,9456,555,11260
16-06-2020,Ladakh,9660,649,11537
17-06-2020,Ladakh,9833,687,11626
18-06-2020,Ladakh,9901,687,12082
19-06-2020,Ladakh,10091,744,12516
20-06-2020,Ladakh,10307,836,12838
21-06-2020,Ladakh,10398,837,12838
22-06-2020,Ladakh,10715,847,13018
23-06-2020,Ladakh,10927,932,13118
24-06-2020,Ladakh,11191,932,13313
25-06-2020,Ladakh,11285,941,13521
26-06-2020,Ladakh,11563,946,13636
27-06-2020,Ladakh,11775,960,13717
29-06-2020,Ladakh,11880,964,13886
01-07-2020,Ladakh,12095,990,14076
02-07-2020,Ladakh,12142,990,14272
03-07-2020,Ladakh,12274,1001,14361
04-07-2020,Ladakh,12304,1005,14537
05-07-2020,Ladakh,12319,1005,14537
07-07-2020,Ladakh,12557,1041,14833
08-07-2020,Ladakh,12659,1047,14938
09-07-2020,Ladakh,12763,1055,15067
10-07-2020,Ladakh,12869,1064,15186
11-07-2020,Ladakh,12940,1077,15293
12-07-2020,Ladakh,13011,1086,15295
13-07-2020,Ladakh,13084,1093,15393
14-07-2020,Ladakh,13147,1128,15603
16-07-2020,Ladakh,13341,1147,15830
18-07-2020,Ladakh,13476,1159,16192
19-07-2020,Ladakh,13665,1178,16225
20-07-2020,Ladakh,13712,1195,16467
21-07-2020,Ladakh,,1198,16639
22-07-2020,Ladakh,13846,1206,16850
23-07-2020,Ladakh,,1210,16972
24-07-2020,Ladakh,14245,1246,17395
25-07-2020,Ladakh,14343,1276,17625
26-07-2020,Ladakh,14564,1285,17626
27-07-2020,Ladakh,14701,1306,18071
28-07-2020,Ladakh,14904,1327,18438
29-07-2020,Ladakh,14999,1347,18849
30-07-2020,Ladakh,15277,1378,19143
31-07-2020,Ladakh,15471,1404,19465
01-08-2020,Ladakh,15816,1462,19833
02-08-2020,Ladakh,15910,1466,19860
03-08-2020,Ladakh,15944,1485,20240
04-08-2020,Ladakh,16193,1534,20601
05-08-2020,Ladakh,16509,1592,20978
06-08-2020,Ladakh,16774,1595,21383
07-08-2020,Ladakh,17013,1614,21740
08-08-2020,Ladakh,17139,1639,22013
09-08-2020,Ladakh,17380,1688,22015
10-08-2020,Ladakh,17513,1717,22161
11-08-2020,Ladakh,17880,1770,22709
12-08-2020,Ladakh,18040,1811,23034
13-08-2020,Ladakh,18370,1849,23430
14-08-2020,Ladakh,18888,1879,24197
15-08-2020,Ladakh,19052,1909,24253
16-08-2020,Ladakh,19177,,24273
17-08-2020,Ladakh,19266,,24702
18-08-2020,Ladakh,19611,,25208
19-08-2020,Ladakh,19755,,25501
20-08-2020,Ladakh,19985,,25947
21-08-2020,Ladakh,20354,,26302
22-08-2020,Ladakh,,,26531
23-08-2020,Ladakh,20881,,26654
24-08-2020,Ladakh,21059,,26894
25-08-2020,Ladakh,21217,,27735
26-08-2020,Ladakh,22431,,28719
27-08-2020,Ladakh,23164,,29614
28-08-2020,Ladakh,23747,,30311
29-08-2020,Ladakh,24305,,30973
31-08-2020,Ladakh,,,31037
01-09-2020,Ladakh,,,31154
02-09-2020,Ladakh,,,31196
04-09-2020,Ladakh,,,31389
05-09-2020,Ladakh,29590,,36302
07-09-2020,Ladakh,,,36429
08-09-2020,Ladakh,,,36740
09-09-2020,Ladakh,,,36875
10-09-2020,Ladakh,33097,,40397
11-09-2020,Ladakh,,,40478
12-09-2020,Ladakh,34801,,42080
13-09-2020,Ladakh,35470,,42621
14-09-2020,Ladakh,36278,,43357
15-09-2020,Ladakh,37031,,44147
05-04-2020,Madhya Pradesh,1954,193,2812
07-04-2020,Madhya Pradesh,3125,290,3770
08-04-2020,Madhya Pradesh,3443,341,4056
09-04-2020,Madhya Pradesh,3989,411,5135
10-04-2020,Madhya Pradesh,4840,451,7049
11-04-2020,Madhya Pradesh,5790,529,8516
12-04-2020,Madhya Pradesh,6875,562,10481
13-04-2020,Madhya Pradesh,6875,614,10481
14-04-2020,Madhya Pradesh,7103,741,8105
15-04-2020,Madhya Pradesh,8658,938,9596
16-04-2020,Madhya Pradesh,12326,1164,13492
17-04-2020,Madhya Pradesh,13992,1310,15302
18-04-2020,Madhya Pradesh,13576,1402,14978
19-04-2020,Madhya Pradesh,16428,1407,17835
20-04-2020,Madhya Pradesh,17657,1485,19142
21-04-2020,Madhya Pradesh,19353,1552,20905
22-04-2020,Madhya Pradesh,21077,1587,22664
23-04-2020,Madhya Pradesh,22861,1687,24548
24-04-2020,Madhya Pradesh,24387,1846,26233
25-04-2020,Madhya Pradesh,25921,1945,27866
26-04-2020,Madhya Pradesh,21716,2090,25232
27-04-2020,Madhya Pradesh,23500,2165,27009
28-04-2020,Madhya Pradesh,26159,2387,31060
29-04-2020,Madhya Pradesh,29261,2560,33837
30-04-2020,Madhya Pradesh,29816,2625,41712
01-05-2020,Madhya Pradesh,39353,2715,44116
02-05-2020,Madhya Pradesh,41460,2788,46578
03-05-2020,Madhya Pradesh,43937,2837,49186
04-05-2020,Madhya Pradesh,46634,2942,52095
05-05-2020,Madhya Pradesh,48931,3049,54595
06-05-2020,Madhya Pradesh,51479,3138,54595
07-05-2020,Madhya Pradesh,55002,3252,61020
08-05-2020,Madhya Pradesh,57528,3341,63705
09-05-2020,Madhya Pradesh,61629,3457,68010
10-05-2020,Madhya Pradesh,65436,3614,72069
11-05-2020,Madhya Pradesh,69187,3785,76039
12-05-2020,Madhya Pradesh,73761,3986,80885
13-05-2020,Madhya Pradesh,77738,4173,85903
14-05-2020,Madhya Pradesh,82028,4426,89760
15-05-2020,Madhya Pradesh,85879,4595,93849
16-05-2020,Madhya Pradesh,91393,4790,99677
17-05-2020,Madhya Pradesh,95355,4977,103898
18-05-2020,Madhya Pradesh,100469,5236,112168
19-05-2020,Madhya Pradesh,104348,5465,116473
20-05-2020,Madhya Pradesh,108744,5735,120737
21-05-2020,Madhya Pradesh,112947,5981,125608
22-05-2020,Madhya Pradesh,116835,6170,129060
23-05-2020,Madhya Pradesh,121033,6371,132769
24-05-2020,Madhya Pradesh,124549,6665,135889
25-05-2020,Madhya Pradesh,128267,6859,138584
26-05-2020,Madhya Pradesh,131415,7024,141508
27-05-2020,Madhya Pradesh,134774,7261,146144
28-05-2020,Madhya Pradesh,138387,7453,151182
29-05-2020,Madhya Pradesh,142383,7645,155436
30-05-2020,Madhya Pradesh,146616,7891,161552
31-05-2020,Madhya Pradesh,151793,8089,167808
01-06-2020,Madhya Pradesh,157790,8283,172019
02-06-2020,Madhya Pradesh,163100,8420,177481
03-06-2020,Madhya Pradesh,168219,8588,183662
04-06-2020,Madhya Pradesh,173392,8762,189252
05-06-2020,Madhya Pradesh,179234,8996,195249
06-06-2020,Madhya Pradesh,184202,9228,200913
07-06-2020,Madhya Pradesh,190155,9401,208514
08-06-2020,Madhya Pradesh,196497,9638,215194
09-06-2020,Madhya Pradesh,203131,9849,220936
10-06-2020,Madhya Pradesh,210081,10049,228042
11-06-2020,Madhya Pradesh,217860,10241,233740
12-06-2020,Madhya Pradesh,224064,10443,241461
13-06-2020,Madhya Pradesh,231123,10641,246973
14-06-2020,Madhya Pradesh,236649,10802,252762
15-06-2020,Madhya Pradesh,242117,10935,258040
16-06-2020,Madhya Pradesh,247196,11083,263983
17-06-2020,Madhya Pradesh,253474,11244,271205
18-06-2020,Madhya Pradesh,260395,11426,277451
19-06-2020,Madhya Pradesh,267247,11582,282674
20-06-2020,Madhya Pradesh,273628,11724,290831
21-06-2020,Madhya Pradesh,280480,11903,296943
22-06-2020,Madhya Pradesh,286516,12078,302673
23-06-2020,Madhya Pradesh,291733,12261,307812
24-06-2020,Madhya Pradesh,298712,12448,314978
25-06-2020,Madhya Pradesh,305182,12595,321595
26-06-2020,Madhya Pradesh,312463,12798,329079
27-06-2020,Madhya Pradesh,320258,12965,337041
28-06-2020,Madhya Pradesh,327832,13186,344836
29-06-2020,Madhya Pradesh,336424,13370,353612
30-06-2020,Madhya Pradesh,346060,13593,365467
01-07-2020,Madhya Pradesh,355136,13861,372811
02-07-2020,Madhya Pradesh,362735,14106,380655
03-07-2020,Madhya Pradesh,371069,14297,389180
04-07-2020,Madhya Pradesh,379911,14604,398329
05-07-2020,Madhya Pradesh,389138,14930,407882
06-07-2020,Madhya Pradesh,398304,15284,417402
07-07-2020,Madhya Pradesh,407702,15627,427143
08-07-2020,Madhya Pradesh,418080,16036,437930
09-07-2020,Madhya Pradesh,429525,16341,449680
10-07-2020,Madhya Pradesh,440470,16657,460941
11-07-2020,Madhya Pradesh,453446,17201,474461
12-07-2020,Madhya Pradesh,465270,17632,486176
13-07-2020,Madhya Pradesh,486956,18207,509223
14-07-2020,Madhya Pradesh,498635,19005,521700
15-07-2020,Madhya Pradesh,516780,19643,540483
16-07-2020,Madhya Pradesh,528644,20378,553082
17-07-2020,Madhya Pradesh,542222,21082,567364
18-07-2020,Madhya Pradesh,557831,21763,583655
19-07-2020,Madhya Pradesh,572979,22600,599640
20-07-2020,Madhya Pradesh,588491,23310,615862
21-07-2020,Madhya Pradesh,602911,24095,631067
22-07-2020,Madhya Pradesh,616100,24842,645003
23-07-2020,Madhya Pradesh,629334,25474,658869
24-07-2020,Madhya Pradesh,639884,26210,670155
25-07-2020,Madhya Pradesh,653432,26926,684419
26-07-2020,Madhya Pradesh,666310,27800,698171
27-07-2020,Madhya Pradesh,679332,28589,711982
28-07-2020,Madhya Pradesh,691395,29217,724673
29-07-2020,Madhya Pradesh,704791,30134,738986
30-07-2020,Madhya Pradesh,717895,30968,752924
31-07-2020,Madhya Pradesh,731704,31806,767571
01-08-2020,Madhya Pradesh,747094,32614,783769
02-08-2020,Madhya Pradesh,761904,33535,799500
03-08-2020,Madhya Pradesh,774016,34285,812362
04-08-2020,Madhya Pradesh,786580,35082,825723
05-08-2020,Madhya Pradesh,798246,35734,838041
06-08-2020,Madhya Pradesh,805859,36564,846484
07-08-2020,Madhya Pradesh,818562,37298,859921
08-08-2020,Madhya Pradesh,832460,38157,874678
09-08-2020,Madhya Pradesh,848394,39025,891698
10-08-2020,Madhya Pradesh,865756,39891,909926
11-08-2020,Madhya Pradesh,886130,,931143
12-08-2020,Madhya Pradesh,905939,,951822
13-08-2020,Madhya Pradesh,925149,,972046
14-08-2020,Madhya Pradesh,944479,,992172
15-08-2020,Madhya Pradesh,964620,44433,1013332
16-08-2020,Madhya Pradesh,985609,,1035343
17-08-2020,Madhya Pradesh,1004541,,1055205
18-08-2020,Madhya Pradesh,1020921,47375,1072575
19-08-2020,Madhya Pradesh,1037309,,1089939
20-08-2020,Madhya Pradesh,1057376,,1111158
21-08-2020,Madhya Pradesh,1078907,50640,1133826
22-08-2020,Madhya Pradesh,1102365,,1158510
23-08-2020,Madhya Pradesh,1123872,,1181280
24-08-2020,Madhya Pradesh,1145005,,1203705
25-08-2020,Madhya Pradesh,1166480,,1226559
26-08-2020,Madhya Pradesh,1186878,,1248021
27-08-2020,Madhya Pradesh,1209386,,1271846
28-08-2020,Madhya Pradesh,1233987,,1297699
29-08-2020,Madhya Pradesh,1259697,,1324851
30-08-2020,Madhya Pradesh,1283102,,1349814
31-08-2020,Madhya Pradesh,1309183,,1377427
01-09-2020,Madhya Pradesh,1328508,,1398277
02-09-2020,Madhya Pradesh,1348557,,1419750
03-09-2020,Madhya Pradesh,1370612,,1443477
04-09-2020,Madhya Pradesh,1394936,,1469459
05-09-2020,Madhya Pradesh,1418689,,1494848
06-09-2020,Madhya Pradesh,1441161,,1519014
07-09-2020,Madhya Pradesh,1461618,,1541356
08-09-2020,Madhya Pradesh,1482351,,1563953
09-09-2020,Madhya Pradesh,1504474,,1587945
10-09-2020,Madhya Pradesh,1525981,,1611639
11-09-2020,Madhya Pradesh,1547172,,1635070
12-09-2020,Madhya Pradesh,1567930,,1658175
13-09-2020,Madhya Pradesh,1587548,,1680074
14-09-2020,Madhya Pradesh,1605920,,1700929
15-09-2020,Madhya Pradesh,1623856,,1721188
16-09-2020,Madhya Pradesh,1636680,,1736474
17-09-2020,Madhya Pradesh,1659885,,1762070
18-09-2020,Madhya Pradesh,1677768,,1782505
19-09-2020,Madhya Pradesh,1694370,,1801714
20-09-2020,Madhya Pradesh,1712374,,1822297
21-09-2020,Madhya Pradesh,1731634,,1844080
05-04-2020,Maharashtra,14837,,16008
06-04-2020,Maharashtra,15808,868,17563
07-04-2020,Maharashtra,19290,1018,20877
09-04-2020,Maharashtra,19290,868,20877
10-04-2020,Maharashtra,28865,1135,30000
11-04-2020,Maharashtra,30477,1761,31841
12-04-2020,Maharashtra,34094,1761,35668
13-04-2020,Maharashtra,37964,1996,39725
14-04-2020,Maharashtra,39089,2340,41071
15-04-2020,Maharashtra,42808,2690,45142
16-04-2020,Maharashtra,48198,2916,50882
17-04-2020,Maharashtra,52762,3204,55678
18-04-2020,Maharashtra,56964,3323,60166
19-04-2020,Maharashtra,63476,3651,66796
20-04-2020,Maharashtra,67673,4204,71321
21-04-2020,Maharashtra,71638,4676,75838
22-04-2020,Maharashtra,77638,5229,82304
23-04-2020,Maharashtra,83979,5218,89197
24-04-2020,Maharashtra,89561,6427,95210
25-04-2020,Maharashtra,94485,6817,100912
26-04-2020,Maharashtra,101162,7928,107979
27-04-2020,Maharashtra,107519,8068,115147
28-04-2020,Maharashtra,112552,8590,120620
29-04-2020,Maharashtra,120136,9318,128726
30-04-2020,Maharashtra,126376,9915,135694
01-05-2020,Maharashtra,134244,10498,144159
02-05-2020,Maharashtra,140587,11506,151085
03-05-2020,Maharashtra,148248,12296,159754
04-05-2020,Maharashtra,156078,12974,168374
05-05-2020,Maharashtra,162349,14541,175323
06-05-2020,Maharashtra,167205,15525,181746
07-05-2020,Maharashtra,173838,16758,189220
08-05-2020,Maharashtra,183862,17974,200477
09-05-2020,Maharashtra,192197,19063,210174
10-05-2020,Maharashtra,206481,20228,225524
11-05-2020,Maharashtra,193457,23401,218914
12-05-2020,Maharashtra,196165,23401,222284
13-05-2020,Maharashtra,203536,24427,231061
14-05-2020,Maharashtra,211082,25922,240482
15-05-2020,Maharashtra,219635,27524,250898
16-05-2020,Maharashtra,228956,29100,261815
17-05-2020,Maharashtra,238476,30706,274040
18-05-2020,Maharashtra,245512,33053,282437
19-05-2020,Maharashtra,255065,35058,294272
20-05-2020,Maharashtra,265872,37136,307535
21-05-2020,Maharashtra,276369,39297,319921
22-05-2020,Maharashtra,286157,41642,333087
23-05-2020,Maharashtra,299107,44582,348932
24-05-2020,Maharashtra,310565,47190,363470
25-05-2020,Maharashtra,323937,50231,379185
26-05-2020,Maharashtra,333468,52667,390757
27-05-2020,Maharashtra,345151,54758,405020
28-05-2020,Maharashtra,358253,56948,420473
29-05-2020,Maharashtra,369442,59546,434565
30-05-2020,Maharashtra,380425,62228,448661
31-05-2020,Maharashtra,392516,65168,463177
01-06-2020,Maharashtra,399419,67655,472344
02-06-2020,Maharashtra,409178,70013,484784
03-06-2020,Maharashtra,420644,72300,498577
04-06-2020,Maharashtra,430100,74860,511136
05-06-2020,Maharashtra,440445,77793,524002
06-06-2020,Maharashtra,451764,80229,538009
07-06-2020,Maharashtra,463723,82968,553063
08-06-2020,Maharashtra,473588,85975,565290
09-06-2020,Maharashtra,485144,88528,579294
10-06-2020,Maharashtra,497990,90787,595282
11-06-2020,Maharashtra,509990,94041,610790
12-06-2020,Maharashtra,521942,97648,626521
13-06-2020,Maharashtra,535252,101141,643057
14-06-2020,Maharashtra,548250,104568,659481
15-06-2020,Maharashtra,557161,107958,671348
16-06-2020,Maharashtra,569863,110744,686488
18-06-2020,Maharashtra,595843,123794,719637
19-06-2020,Maharashtra,609968,120504,737597
20-06-2020,Maharashtra,624869,124331,756809
21-06-2020,Maharashtra,639731,128205,775958
22-06-2020,Maharashtra,649446,132075,789016
23-06-2020,Maharashtra,662098,142628,804726
24-06-2020,Maharashtra,679328,146811,826139
25-06-2020,Maharashtra,698587,151823,850410
26-06-2020,Maharashtra,717113,156457,873570
27-06-2020,Maharashtra,738255,162168,900423
28-06-2020,Maharashtra,758546,168388,926934
29-06-2020,Maharashtra,773291,173227,946518
30-06-2020,Maharashtra,792216,177945,970161
01-07-2020,Maharashtra,811657,183686,995343
02-07-2020,Maharashtra,833225,190071,1023296
03-07-2020,Maharashtra,856238,196405,1052643
04-07-2020,Maharashtra,881344,203816,1085160
05-07-2020,Maharashtra,905891,210221,1116112
06-07-2020,Maharashtra,922627,216079,1138706
07-07-2020,Maharashtra,944044,220816,1164860
08-07-2020,Maharashtra,966881,227684,1194565
09-07-2020,Maharashtra,990978,234853,1225831
10-07-2020,Maharashtra,1014697,242867,1257564
11-07-2020,Maharashtra,1037883,251442,1289325
12-07-2020,Maharashtra,1062678,259037,1321715
13-07-2020,Maharashtra,1079404,265724,1345128
14-07-2020,Maharashtra,1103811,272392,1376203
15-07-2020,Maharashtra,1132434,280751,1413185
16-07-2020,Maharashtra,1161433,288696,1450129
17-07-2020,Maharashtra,1190958,296780,1487738
18-07-2020,Maharashtra,1220496,305541,1526037
19-07-2020,Maharashtra,1252842,315387,1568229
20-07-2020,Maharashtra,1279592,324210,1603802
21-07-2020,Maharashtra,1311150,332831,1643981
22-07-2020,Maharashtra,1348610,342936,1691546
23-07-2020,Maharashtra,1389232,352760,1741992
24-07-2020,Maharashtra,1428194,362416,1790610
